agency,item,quantity,datereceived,totalcost
PASSAIC COUNTY SHERIFF DEPARTMEN,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,11/6/14,"$29,395.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"OFFICE SUPPLIES, PRINTING",20,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"AUGER MACHINE,PIPE AND SEWER,POWER OPERATED",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SHOP EQUIPMENT,SMALL ARMS",1,11/10/14,"$24,475.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"BRUSH,DUSTING,BENCH",51,11/10/14,$124.95 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",10,11/10/14,"$24,840.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WRENCH,IMPACT,PNEUMATIC",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"GOGGLES,INDUSTRIAL",33,11/10/14,"$1,908.72 "
PASSAIC COUNTY SHERIFF DEPARTMEN,MEDICAL SUPPLIES,2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,OVERHEAD PROJECTOR,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,OVERHEAD PROJECTOR,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,OVERHEAD PROJECTOR,2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHARGER,BATTERY",1,11/10/14,$540.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HEATER,SPACE",6,11/10/14,"$9,460.92 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SAW, POWER",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SAW, POWER",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",12,11/10/14,$267.12 
PASSAIC COUNTY SHERIFF DEPARTMEN,GLOW PLUG,3,10/31/14,$39.93 
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR,ENGINE  ACCESSORY",1,11/10/14,$253.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,GLOW PLUG,12,11/7/14,$862.20 
PASSAIC COUNTY SHERIFF DEPARTMEN,"STARTER,ENGINE,ELECTRICAL",1,10/31/14,$284.23 
PASSAIC COUNTY SHERIFF DEPARTMEN,"STARTER,ENGINE,ELECTRICAL",1,11/7/14,$284.23 
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,DIESEL ENGINE",1,11/10/14,"$4,491.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CLEANER,VACUUM,ELECTRIC",1,11/10/14,$220.02 
PASSAIC COUNTY SHERIFF DEPARTMEN,VACUUM,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,VACUUM,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,VACUUM,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,SHIPPING CASE,8,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,SHIPPING CASE,16,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LENS, CAMERA",4,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"CAMERA, DIGITAL",16,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"CAMERA, DIGITAL",2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"CAMERA, DIGITAL",2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LENS, CAMERA",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,GLOW PLUG,3,11/7/14,$103.11 
PASSAIC COUNTY SHERIFF DEPARTMEN,GLOW PLUG,8,11/7/14,$248.56 
PASSAIC COUNTY SHERIFF DEPARTMEN,"STARTER,ENGINE,ELECTRICAL",1,11/7/14,$351.53 
PASSAIC COUNTY SHERIFF DEPARTMEN,"STARTER,ENGINE,ELECTRICAL",1,11/7/14,$351.53 
PASSAIC COUNTY SHERIFF DEPARTMEN,"POUCH,INDIVIDUAL FIRST AID KIT",2,11/10/14,$25.32 
PASSAIC COUNTY SHERIFF DEPARTMEN,"IMPACT DRILL, POWER",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"COMPRESSOR, AIR",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"ELBOW,PADS",8,11/10/14,$94.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"PAD,KNEE",7,11/10/14,$131.25 
PASSAIC COUNTY SHERIFF DEPARTMEN,SYSTEM HYDRATION,6,11/10/14,$197.64 
PASSAIC COUNTY SHERIFF DEPARTMEN,"PAD,KNEE",6,11/10/14,$112.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,FIGHTING LOAD CARRIER,4,11/10/14,$174.40 
PASSAIC COUNTY SHERIFF DEPARTMEN,"PAD,KNEE",10,11/10/14,$187.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,"VEST,TACTICAL LOAD CARRYING",7,11/10/14,$342.79 
PASSAIC COUNTY SHERIFF DEPARTMEN,"FIELD PACK,LARGE,SET",30,11/10/14,"$7,897.50 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"PAD,KNEE",2,11/10/14,$36.20 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"FIELD PACK,LARGE,SET",30,11/10/14,"$7,897.50 "
PASSAIC COUNTY SHERIFF DEPARTMEN,MAINT LAPTOP,1,11/10/14,"$1,919.36 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WRENCH,IMPACT,PNEUMATIC",7,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,OVERHEAD PROJECTOR,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HEATER,SPACE",4,11/10/14,"$6,307.28 "
PASSAIC COUNTY SHERIFF DEPARTMEN,FINGERPRINT IDENTIFICATION KIT,1,11/10/14,$151.66 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,SLIT,OPHTHALMIC",1,11/10/14,"$6,121.50 "
PASSAIC COUNTY SHERIFF DEPARTMEN,FLASHLIGHT,100,11/10/14,$925.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,5/1/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PAULSBORO POLICE DEPARTMENT,"TRAILER,FLAT BED",1,11/6/14,"$14,423.00 "
PAULSBORO POLICE DEPARTMENT,"LIFE PRESERVER,YOKE",12,11/6/14,"$11,908.32 "
PAULSBORO POLICE DEPARTMENT,"TRAILER,CARGO",1,11/6/14,"$8,524.00 "
PAULSBORO POLICE DEPARTMENT,"MONITOR, COMPUTER",6,11/10/14,$0.00 
PAULSBORO POLICE DEPARTMENT,"CHEST,AMMUNITION",20,11/6/14,$77.60 
PAULSBORO POLICE DEPARTMENT,"CAMERA, DIGITAL",1,11/7/14,$0.00 
PAULSBORO POLICE DEPARTMENT,"TRUCK,CARGO",1,11/10/14,"$72,040.00 "
PAULSBORO POLICE DEPARTMENT,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
PEMBERTON TOWNSHIP POLICE DEPT,FLAT PANEL MONITOR,12,1/30/14,"$2,700.00 "
PEMBERTON TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,1/31/14,"$50,458.00 "
PEMBERTON TOWNSHIP POLICE DEPT,TRUCK TRACTOR,2,2/15/14,"$151,107.76 "
PEMBERTON TOWNSHIP POLICE DEPT,TRUCKS AND TRUCK TRACTORS,1,5/13/14,"$41,000.00 "
PEMBERTON TOWNSHIP POLICE DEPT,PICKUP,1,5/13/14,"$25,000.00 "
PEMBERTON TOWNSHIP POLICE DEPT,"ELBOW,PAD",12,5/13/14,$136.80 
PEMBERTON TOWNSHIP POLICE DEPT,"VEST,TACTICAL LOAD CARRYING",30,5/13/14,"$1,469.10 "
PEMBERTON TOWNSHIP POLICE DEPT,"BAG,DUFFEL",100,5/13/14,"$2,356.00 "
PEMBERTON TOWNSHIP POLICE DEPT,"CHAIRS, OFFICE, LOT",1,5/13/14,$50.00 
PEMBERTON TOWNSHIP POLICE DEPT,ALL TERRAIN VEHICLE WHEELED,1,6/5/14,"$9,652.00 "
PEMBERTON TOWNSHIP POLICE DEPT,Dodge Pickup,1,,"$30,073.33 "
PEMBERTON TOWNSHIP POLICE DEPT,Kawasaki,1,,"$12,774.54 "
PEMBERTON TOWNSHIP POLICE DEPT,Quad #1,1,,"$12,774.54 "
PEMBERTON TOWNSHIP POLICE DEPT,Quad 2,1,,"$12,774.54 "
PEMBERTON TOWNSHIP POLICE DEPT,Slave Cable,1,,$206.25 
PEMBERTON TOWNSHIP POLICE DEPT,TRACTOR FORK LIFT,1,,"$22,110.02 "
PEMBERTON TOWNSHIP POLICE DEPT,,1,,"$10,600.00 "
PEMBERTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
PEMBERTON TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
PERTH AMBOY POLICE DEPT,MULE,1,9/2/14,"$3,500.00 "
PERTH AMBOY POLICE DEPT,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
PERTH AMBOY POLICE DEPT,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
PERTH AMBOY POLICE DEPT,"CONTAINER ASSEMBLY,CARTRIDGE",90,9/2/14,$675.00 
PERTH AMBOY POLICE DEPT,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,"CONTAINER ASSEMBLY,CARTRIDGE",89,9/2/14,$667.50 
PERTH AMBOY POLICE DEPT,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,9/5/14,"$1,200.00 "
PERTH AMBOY POLICE DEPT,No Item Name Available,1,9/2/14,"$5,000.00 "
PERTH AMBOY POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,9/5/14,"$3,071.92 "
PERTH AMBOY POLICE DEPT,"TABLE,FOLDING LEGS",1,9/5/14,$194.83 
PERTH AMBOY POLICE DEPT,"BAG,LAUNDRY",10,9/5/14,$449.40 
PERTH AMBOY POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,9/5/14,"$190,744.00 "
PERTH AMBOY POLICE DEPT,"PUMP,COOLING SYSTEM,ENGINE",1,9/16/14,$63.57 
PERTH AMBOY POLICE DEPT,PLATFORM LIFT,1,9/17/14,"$122,893.00 "
PERTH AMBOY POLICE DEPT,FORKLIFT,1,9/17/14,"$20,000.00 "
PERTH AMBOY POLICE DEPT,"BOX,SHIPPING",1,9/17/14,"$3,125.69 "
PERTH AMBOY POLICE DEPT,INSTRUMENT CONTROLL,6,9/17/14,"$54,402.00 "
PERTH AMBOY POLICE DEPT,POWER AND HAND PUMPS,2,9/17/14,$400.00 
PERTH AMBOY POLICE DEPT,"TIRE,PNEUMATIC,VEHICULAR",1,9/17/14,$431.15 
PERTH AMBOY POLICE DEPT,"TIRE,PNEUMATIC,VEHICULAR",1,9/17/14,$431.15 
PERTH AMBOY POLICE DEPT,"TIRE,PNEUMATIC,VEHICULAR",1,9/17/14,$431.15 
PERTH AMBOY POLICE DEPT,"POWER UNIT,DIESEL",1,9/17/14,"$101,376.00 "
PERTH AMBOY POLICE DEPT,JACK,1,9/22/14,$870.00 
PERTH AMBOY POLICE DEPT,"BALANCER,VEHICLE  WHEEL",1,9/22/14,"$6,356.75 "
PERTH AMBOY POLICE DEPT,"JACK,DOLLY  TYPE,HYDRAULIC",1,9/22/14,"$1,089.00 "
PERTH AMBOY POLICE DEPT,"SHEARING MACHINE,THROATLESS,HAND LEVER",1,9/22/14,$516.48 
PERTH AMBOY POLICE DEPT,PUNCHING AND SHEARING MACHINES,1,9/22/14,$400.00 
PERTH AMBOY POLICE DEPT,"MUFFLER,EXHAUST",4,9/22/14,$677.12 
PERTH AMBOY POLICE DEPT,"AMPLIFIER,GUITAR",1,9/22/14,$583.50 
PERTH AMBOY POLICE DEPT,"TOOL KIT,WELDER'S",1,9/22/14,$555.00 
PERTH AMBOY POLICE DEPT,"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",8,9/22/14,"$2,074.40 "
PERTH AMBOY POLICE DEPT,BINOCULAR,2,9/22/14,$556.10 
PERTH AMBOY POLICE DEPT,"RESCUE AND TRANSPORT SYSTEM,PATIENT",4,9/22/14,"$2,824.12 "
PERTH AMBOY POLICE DEPT,"COMMAND  SYSTEM,TACTICAL",1,9/22/14,"$94,370.78 "
PERTH AMBOY POLICE DEPT,"COMPRESSOR  UNIT,RECIPROCATING",1,10/7/14,"$1,072.00 "
PERTH AMBOY POLICE DEPT,WHEEL AND RUNFLAT,1,9/22/14,"$1,343.00 "
PERTH AMBOY POLICE DEPT,"GENERATOR,MESSAGE",2,10/7/14,"$9,456.00 "
PERTH AMBOY POLICE DEPT,"POWER STRIP,ELECTRICAL OUTLET",20,10/7/14,"$1,780.00 "
PERTH AMBOY POLICE DEPT,SNOW PLOW BLADE,1,9/22/14,$250.00 
PERTH AMBOY POLICE DEPT,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,9/22/14,"$2,147.00 "
PERTH AMBOY POLICE DEPT,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,9/22/14,"$2,147.00 "
PERTH AMBOY POLICE DEPT,JACK,1,10/7/14,"$1,500.00 "
PERTH AMBOY POLICE DEPT,SNOW BLOWER,1,10/7/14,$350.00 
PERTH AMBOY POLICE DEPT,"LAWN MOWER, RIDING",1,10/7/14,$900.00 
PERTH AMBOY POLICE DEPT,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,10/7/14,"$1,550.46 "
PERTH AMBOY POLICE DEPT,"WELDING MACHINE,ARC",1,10/7/14,"$3,147.85 "
PERTH AMBOY POLICE DEPT,MISC MATERIALS HANDLING EQUIPMENT,1,10/7/14,$675.00 
PERTH AMBOY POLICE DEPT,"POUCH,DUMP",25,10/7/14,$389.25 
PERTH AMBOY POLICE DEPT,"PROPELLER,MARINE",2,10/7/14,"$3,974.72 "
PERTH AMBOY POLICE DEPT,SMALL CRAFT BOAT,1,10/7/14,"$32,000.00 "
PERTH AMBOY POLICE DEPT,SMALL CRAFT BOAT,1,10/7/14,"$32,000.00 "
PERTH AMBOY POLICE DEPT,"CONTAINER,K-9 TRANSPORT",2,10/7/14,"$55,653.60 "
PERTH AMBOY POLICE DEPT,"COMPRESSOR,CENTRIFUGAL",1,10/7/14,"$17,270.00 "
PERTH AMBOY POLICE DEPT,"SPILL CONTAINMENT KIT,HAZARDOUS MATERIAL",1,10/7/14,$523.45 
PERTH AMBOY POLICE DEPT,COMMUNICATION SUBSYSTEM,3,10/7/14,"$16,185.00 "
PERTH AMBOY POLICE DEPT,COMMUNICATION SUBSYSTEM,4,10/7/14,"$21,580.00 "
PERTH AMBOY POLICE DEPT,"SHREDDING MACHINE,PAPER",1,10/7/14,$581.68 
PERTH AMBOY POLICE DEPT,"WRENCH SET,SOCKET",1,10/7/14,$180.85 
PERTH AMBOY POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,10/7/14,"$24,127.30 "
PERTH AMBOY POLICE DEPT,"ELBOW,PAD,TACTICAL",20,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"HOSE ASSEMBLY,NONMETALLIC,FIRE FIGHTING",10,11/5/14,$418.80 
PERTH AMBOY POLICE DEPT,SPOTLIGHT,1,10/7/14,$305.00 
PERTH AMBOY POLICE DEPT,"HOIST,CHAIN",2,10/7/14,"$4,756.46 "
PERTH AMBOY POLICE DEPT,"BLANKET,SURVIVAL",60,10/7/14,$556.80 
PERTH AMBOY POLICE DEPT,"REGULATOR,OXYGEN PRESSURE",30,11/3/14,"$2,715.60 "
PERTH AMBOY POLICE DEPT,"OXIMETER,PULSE",5,11/5/14,"$2,555.60 "
PERTH AMBOY POLICE DEPT,"TIRE,PNEUMATIC,VEHICULAR",10,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"ROTARY TOOL KIT,ELECTRIC",1,11/5/14,"$3,110.63 "
PERTH AMBOY POLICE DEPT,"SERVER,AUTOMATIC DATA PROCESSING",2,11/5/14,"$49,393.34 "
PERTH AMBOY POLICE DEPT,"VISE,MACHINIST'S",1,11/5/14,$561.59 
PERTH AMBOY POLICE DEPT,"FAN,CIRCULATING",6,10/14/14,$394.20 
PERTH AMBOY POLICE DEPT,"TRUCK,VAN",1,11/12/14,"$111,395.00 "
PERTH AMBOY POLICE DEPT,"ETCHER,ELECTRIC",2,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"DIE SET,METAL STAMPING,HAND",1,11/5/14,$133.76 
PERTH AMBOY POLICE DEPT,"BLADE,WINDSHIELD  WIPER",10,11/5/14,$83.90 
PERTH AMBOY POLICE DEPT,"LIGHT SET,GENERAL ILLUMINATION",6,11/5/14,"$33,474.00 "
PERTH AMBOY POLICE DEPT,"SPRAY GUN,PAINT",1,11/5/14,$305.21 
PERTH AMBOY POLICE DEPT,"RIVETER KIT,BLIND,HAND",1,11/5/14,"$2,414.25 "
PERTH AMBOY POLICE DEPT,"LOADER,SCOOP TYPE",1,11/12/14,"$16,100.91 "
PERTH AMBOY POLICE DEPT,"BUCKET,SCOOP TYPE LOADER",1,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"BUCKET,SCOOP TYPE LOADER",1,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"GOGGLES,INDUSTRIAL",35,11/5/14,"$2,024.40 "
PERTH AMBOY POLICE DEPT,BINOCULAR,1,11/5/14,$33.67 
PERTH AMBOY POLICE DEPT,No Item Name Available,6,11/5/14,$859.74 
PERTH AMBOY POLICE DEPT,"LENS, CAMERA",1,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"GOGGLES,INDUSTRIAL",3,11/5/14,$185.88 
PERTH AMBOY POLICE DEPT,"NOZZLE,FIRE EQUIPMENT",1,11/5/14,$300.91 
PERTH AMBOY POLICE DEPT,"PUMP UNIT,CENTRIFUGAL",1,11/5/14,"$12,935.94 "
PERTH AMBOY POLICE DEPT,SPOTLIGHT,2,11/5/14,$257.46 
PERTH AMBOY POLICE DEPT,SEARCHLIGHT,6,11/5/14,"$5,069.10 "
PERTH AMBOY POLICE DEPT,"LIGHT SET,GENERAL ILLUMINATION",6,11/5/14,"$33,474.00 "
PERTH AMBOY POLICE DEPT,"WHEEL,PNEUMATIC TIRE",2,11/5/14,"$2,706.00 "
PERTH AMBOY POLICE DEPT,"INTERCOM AND PA SYSTEMS, EXCEPT AIRBOR",1,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,11/5/14,"$7,827.58 "
PERTH AMBOY POLICE DEPT,"WELDING MACHINE,ARC",1,11/5/14,"$6,510.00 "
PERTH AMBOY POLICE DEPT,No Item Name Available,1,11/5/14,$105.89 
PERTH AMBOY POLICE DEPT,"TRAY,PAINT ROLLER",12,11/5/14,$83.76 
PERTH AMBOY POLICE DEPT,FLASHLIGHT,8,11/5/14,"$1,610.32 "
PERTH AMBOY POLICE DEPT,"BRACKET,FIRE  EXTINGUISHER",8,11/5/14,$958.48 
PERTH AMBOY POLICE DEPT,PRESSURE WASHER,1,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"LIGHTING KIT,VEHICULAR",2,11/5/14,"$1,663.22 "
PERTH AMBOY POLICE DEPT,"LIGHTING KIT,VEHICULAR",3,11/5/14,"$2,494.83 "
PERTH AMBOY POLICE DEPT,DEFIBRULATOR,5,10/28/14,$0.00 
PERTH AMBOY POLICE DEPT,"DEPLOYMENT KIT,RADIO FREQUENCY IDENTIFICATION",2,11/5/14,"$37,816.00 "
PERTH AMBOY POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",2,11/5/14,"$4,968.00 "
PERTH AMBOY POLICE DEPT,"VISE,MACHINIST'S",1,11/5/14,$561.59 
PERTH AMBOY POLICE DEPT,"GLOVES,SURGEONS'",2,11/5/14,$653.86 
PERTH AMBOY POLICE DEPT,"GLOVE,PATIENT EXAMINING",9,11/5/14,$133.20 
PERTH AMBOY POLICE DEPT,"MONITOR, COMPUTER",20,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"DOOR,VEHICULAR",3,11/1/14,"$16,214.52 "
PERTH AMBOY POLICE DEPT,"BATTERY COMPARTMENT,NIGHT VISION VIEWER",3,11/5/14,$879.30 
PERTH AMBOY POLICE DEPT,"CHARGER,BATTERY",1,11/5/14,$540.00 
PERTH AMBOY POLICE DEPT,DVD PLAYER,2,11/5/14,$0.00 
PERTH AMBOY POLICE DEPT,"SAW,BAND,ELECTRIC,PORTABLE",2,11/5/14,$862.62 
PERTH AMBOY POLICE DEPT,"COVER,FITTED,VEHICULAR BODY",2,11/5/14,$240.64 
PERTH AMBOY POLICE DEPT,"BROOM,ANGLE",1,11/5/14,"$4,556.00 "
PERTH AMBOY POLICE DEPT,"STOOL,STRAIGHT",7,11/5/14,$404.88 
PERTH AMBOY POLICE DEPT,"HARNESS,PERSONNEL  PARACHUTE,BACK",3,11/4/14,"$4,006.17 "
PERTH AMBOY POLICE DEPT,"HARNESS,PERSONNEL  PARACHUTE,BACK",9,11/4/14,"$12,018.51 "
PERTH AMBOY POLICE DEPT,"OXIMETER,PULSE,FINGER WITH CASE",2,11/10/14,$859.00 
PERTH AMBOY POLICE DEPT,"LIGHT,UTILITY,VEHICULAR",4,11/10/14,$291.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
