agency,county,item,quantity,date_received,total_cost
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CHAIRS, OFFICE, LOT",1,10/3/14,"$15,000.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,TOOLBOX,2,10/3/14,"$1,566.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,AIRCRAFT MAINTENANCE",1,10/3/14,"$1,022.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CABINET, TOOL",2,10/3/14,$500.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,WELDER'S",5,10/7/14,"$2,705.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,GENERAL PURPOSE EOD",2,10/17/14,"$39,796.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,IMPROVISED EXPLOSIVE DEVICES",4,10/17/14,"$13,692.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",12,10/3/14,$242.76 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,16,10/3/14,"$4,112.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"BROOMS, BRUSHES, MOPS, SPONGES",48,10/3/14,$48.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TAPE,REFLECTIVE",4,10/7/14,$647.96 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,HEADLIGHT,16,10/7/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"COMPRESSOR,CENTRIFUGAL",1,10/24/14,"$17,270.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"WELDING MACHINE,ARC",1,10/24/14,"$2,582.27 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"WELDING MACHINE,ARC",1,10/24/14,"$1,957.42 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"WELDING MACHINE,INVERTER TYPE",1,10/24/14,"$5,030.58 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,BATTERY CHARGER,2,10/7/14,$120.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,ELECTRONIC SYSTEM",4,10/7/14,"$29,320.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TORCH OUTFIT,WELDING,GAS SHIELDED ARC",1,10/7/14,"$1,805.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,TOOLBOX,10,10/7/14,"$1,000.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,HEADLIGHT,9,10/7/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,JACK,1,10/7/14,$300.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,LAPTOP CASE,20,10/7/14,$599.80 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,HEADLIGHT,16,10/7/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,ELECTRONIC SYSTEM",2,10/7/14,"$14,660.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,CARPENTER'S",1,10/7/14,"$8,116.10 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,TOOLBOX,6,10/7/14,$600.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TRUCK,CARGO",1,10/28/14,$100.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,GENERAL MECHANIC'S",1,10/7/14,"$1,805.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SAW,RADIAL  OVERARM,WOODWORKING",1,10/7/14,"$7,390.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"FLOODLIGHT,ELECTRIC",2,10/10/14,"$1,048.26 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CHARGER,BATTERY",8,10/7/14,"$1,036.72 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,TOOL AND HARDWARE BOXES,3,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"DRILLING MACHINE,UPRIGHT",2,10/24/14,"$1,675.04 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,SAWS AND FILING MACHINES,1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"DRILLING MACHINE,UPRIGHT",2,10/24/14,"$1,675.04 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SANDER,BELT,COMBINATION VERTICAL AND HORIZONTAL",1,10/24/14,$803.40 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,PALLET JACK,1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LOCKER,STOWAGE,FLAM",1,10/24/14,"$4,333.82 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,MISCELLANEOUS BATTERY RETAINING FIXTURES,3,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,DRILLING AND TAPPING MACHINES,2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,ENGINE STARTER,2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"ENGINE ELECTRICAL SYSTEM COMPONENTS, NONAIRCRAFT",2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"BRACKET,ANGLE",12,10/24/14,$446.16 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME) GREEN,2,10/24/14,"$17,730.20 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"GENERATOR SET,DIESEL ENGINE",1,10/24/14,"$4,491.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,AIRCRAFT MAINTENANCE",4,10/24/14,"$6,780.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SIREN,ELECTRONIC",2,10/10/14,$663.34 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",3,10/10/14,$204.63 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,TOW LIGHT ASSEMBLY,9,10/10/14,"$9,265.68 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"WEBBING ASSY,STOWAG",8,10/10/14,$717.76 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STOWAGE ASSY,LINE",4,10/10/14,"$2,915.60 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,TOW LIGHT ASSEMBLY,12,10/10/14,"$12,354.24 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STRAP,TOWING CABLE",5,10/10/14,$18.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STATION,FIRE  ALARM,MANUAL",2,10/7/14,$40.02 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"BAR,RESCUE",32,10/10/14,"$1,600.64 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LAMP,LIGHT EMITTING DIODE",6,10/10/14,"$2,676.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LAMP,LIGHT EMITTING DIODE",6,10/10/14,"$2,676.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,LIGHT EMITTING DIODE,16,10/10/14,$311.36 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,FLOODLIGHT ASSEMBLY,4,10/10/14,$268.64 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,BACKUP",14,10/10/14,$717.22 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,SPOTLIGHT,4,10/10/14,$460.04 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,SPOTLIGHT,3,10/10/14,$345.03 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HAND TOOLS, POWER DRIVEN",1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HAND TOOLS, POWER DRIVEN",1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SETS, KITS, AND OUTFITS OF HAND TOOLS",1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,ELECTRIC ARC WELDING EQUIPMENT,2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",1,10/14/14,$68.21 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",6,10/14/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",9,10/14/14,$787.05 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",9,10/14/14,$613.89 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,WARNING",8,10/14/14,$545.68 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"COVER,BOAT",1,10/17/14,"$1,493.63 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,GENERAL MECHANIC'S",20,11/10/14,"$49,680.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,GENERAL MECHANIC'S",10,11/10/14,"$24,840.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,MULTIMETER,2,11/10/14,$785.06 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HAND TOOLS, POWER DRIVEN",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,11/6/14,"$29,395.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"OFFICE SUPPLIES, PRINTING",20,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"AUGER MACHINE,PIPE AND SEWER,POWER OPERATED",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SHOP EQUIPMENT,SMALL ARMS",1,11/10/14,"$24,475.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"BRUSH,DUSTING,BENCH",51,11/10/14,$124.95 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"TOOL KIT,GENERAL MECHANIC'S",10,11/10/14,"$24,840.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"WRENCH,IMPACT,PNEUMATIC",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"GOGGLES,INDUSTRIAL",33,11/10/14,"$1,908.72 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,MEDICAL SUPPLIES,2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,OVERHEAD PROJECTOR,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,OVERHEAD PROJECTOR,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,OVERHEAD PROJECTOR,2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CHARGER,BATTERY",1,11/10/14,$540.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HEATER,SPACE",6,11/10/14,"$9,460.92 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SAW, POWER",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SAW, POWER",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HAND TOOLS, POWER DRIVEN",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",12,11/10/14,$267.12 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,GLOW PLUG,3,10/31/14,$39.93 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"GENERATOR,ENGINE  ACCESSORY",1,11/10/14,$253.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,GLOW PLUG,12,11/7/14,$862.20 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STARTER,ENGINE,ELECTRICAL",1,10/31/14,$284.23 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STARTER,ENGINE,ELECTRICAL",1,11/7/14,$284.23 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"GENERATOR SET,DIESEL ENGINE",1,11/10/14,"$4,491.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CLEANER,VACUUM,ELECTRIC",1,11/10/14,$220.02 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,VACUUM,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,VACUUM,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,VACUUM,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,SHIPPING CASE,8,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,SHIPPING CASE,16,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LENS, CAMERA",4,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CAMERA, DIGITAL",16,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CAMERA, DIGITAL",2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"CAMERA, DIGITAL",2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LENS, CAMERA",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,GLOW PLUG,3,11/7/14,$103.11 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,GLOW PLUG,8,11/7/14,$248.56 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STARTER,ENGINE,ELECTRICAL",1,11/7/14,$351.53 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"STARTER,ENGINE,ELECTRICAL",1,11/7/14,$351.53 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"POUCH,INDIVIDUAL FIRST AID KIT",2,11/10/14,$25.32 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"IMPACT DRILL, POWER",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"COMPRESSOR, AIR",1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"ELBOW,PADS",8,11/10/14,$94.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"PAD,KNEE",7,11/10/14,$131.25 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,SYSTEM HYDRATION,6,11/10/14,$197.64 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"PAD,KNEE",6,11/10/14,$112.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,FIGHTING LOAD CARRIER,4,11/10/14,$174.40 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"PAD,KNEE",10,11/10/14,$187.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"VEST,TACTICAL LOAD CARRYING",7,11/10/14,$342.79 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"FIELD PACK,LARGE,SET",30,11/10/14,"$7,897.50 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"PAD,KNEE",2,11/10/14,$36.20 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HAND TOOLS, POWER DRIVEN",2,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"FIELD PACK,LARGE,SET",30,11/10/14,"$7,897.50 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,MAINT LAPTOP,1,11/10/14,"$1,919.36 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"WRENCH,IMPACT,PNEUMATIC",7,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,OVERHEAD PROJECTOR,1,11/10/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"HEATER,SPACE",4,11/10/14,"$6,307.28 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,FINGERPRINT IDENTIFICATION KIT,1,11/10/14,$151.66 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,"LIGHT,SLIT,OPHTHALMIC",1,11/10/14,"$6,121.50 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,FLASHLIGHT,100,11/10/14,$925.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,5/1/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"TRAILER,FLAT BED",1,11/6/14,"$14,423.00 "
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"LIFE PRESERVER,YOKE",12,11/6/14,"$11,908.32 "
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"TRAILER,CARGO",1,11/6/14,"$8,524.00 "
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"MONITOR, COMPUTER",6,11/10/14,$0.00 
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"CHEST,AMMUNITION",20,11/6/14,$77.60 
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"CAMERA, DIGITAL",1,11/7/14,$0.00 
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"TRUCK,CARGO",1,11/10/14,"$72,040.00 "
PAULSBORO POLICE DEPARTMENT,GLOUCESTER,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,FLAT PANEL MONITOR,12,1/30/14,"$2,700.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,"TRUCK,UTILITY",1,1/31/14,"$50,458.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,TRUCK TRACTOR,2,2/15/14,"$151,107.76 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,TRUCKS AND TRUCK TRACTORS,1,5/13/14,"$41,000.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,PICKUP,1,5/13/14,"$25,000.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,"ELBOW,PAD",12,5/13/14,$136.80 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,"VEST,TACTICAL LOAD CARRYING",30,5/13/14,"$1,469.10 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,"BAG,DUFFEL",100,5/13/14,"$2,356.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,"CHAIRS, OFFICE, LOT",1,5/13/14,$50.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,ALL TERRAIN VEHICLE WHEELED,1,6/5/14,"$9,652.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,Dodge Pickup,1,,"$30,073.33 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,Kawasaki,1,,"$12,774.54 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,Quad #1,1,,"$12,774.54 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,Quad 2,1,,"$12,774.54 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,Slave Cable,1,,$206.25 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,TRACTOR FORK LIFT,1,,"$22,110.02 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,,1,,"$10,600.00 "
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
PERTH AMBOY POLICE DEPT,MIDDLESEX,MULE,1,9/2/14,"$3,500.00 "
PERTH AMBOY POLICE DEPT,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
PERTH AMBOY POLICE DEPT,MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
PERTH AMBOY POLICE DEPT,MIDDLESEX,"CONTAINER ASSEMBLY,CARTRIDGE",90,9/2/14,$675.00 
PERTH AMBOY POLICE DEPT,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
