agency,address,latitude,longitude,county,item,quantity,date,cost
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$41,061.00 "
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$41,447.00 "
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$41,061.00 "
BRICK TOWNSHIP POLICE DEPT,"401 Chambersbridge Rd, Brick, NJ 08723",40.076565,-74.1545059,OCEAN,"TRUCK,VAN",1,9/5/14,"$135,122.00 "
BROOKLAWN POLICE DEPT,"305 Haakon Rd, Brooklawn, NJ 08030",39.87831024,-75.11897173,CAMDEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
BROOKLAWN POLICE DEPT,"305 Haakon Rd, Brooklawn, NJ 08030",39.87831024,-75.11897173,CAMDEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,"800 Federal St, Camden, NJ 08103",39.943953,-75.116096,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,"800 Federal St, Camden, NJ 08103",39.943953,-75.116096,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,"800 Federal St, Camden, NJ 08103",39.943953,-75.116096,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,"800 Federal St, Camden, NJ 08103",39.943953,-75.116096,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,"800 Federal St, Camden, NJ 08103",39.943953,-75.116096,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"GOGGLES,INDUSTRIAL",1,2/15/14,$63.17 
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"GOGGLES,INDUSTRIAL",15,2/15/14,$947.55 
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,DUMP",1,5/8/14,"$84,554.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,DUMP",1,5/8/14,"$84,554.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,DUMP",1,6/3/14,"$89,115.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$63,894.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,WRECKER",1,6/3/14,"$168,960.00 "
CAPE MAY COUNTY PROSECUTOR,"4 Moore Rd #110, Cape May Ct Hse, NJ 08210",42.61057847,-74.800732,CAPE MAY,"TRUCK,WRECKER",1,6/3/14,"$168,960.00 "
CEDAR GROVE POLICE DEPT,"525 Pompton Ave, Cedar Grove, NJ 07009",39.10289,-74.2270071,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,"526 Pompton Ave, Cedar Grove, NJ 07009",39.10289,-74.2270071,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,"527 Pompton Ave, Cedar Grove, NJ 07009",39.10289,-74.2270071,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,"528 Pompton Ave, Cedar Grove, NJ 07009",39.10289,-74.2270071,ESSEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CEDAR GROVE POLICE DEPT,"529 Pompton Ave, Cedar Grove, NJ 07009",39.10289,-74.2270071,ESSEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CEDAR GROVE POLICE DEPT,"530 Pompton Ave, Cedar Grove, NJ 07009",39.10289,-74.2270071,ESSEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,"401 Southern  Boulevard, Chatham, New Jersey 07928",40.406408,-74.225624,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,"401 Southern  Boulevard, Chatham, New Jersey 07928",40.406408,-74.225624,MORRIS,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,"401 Southern  Boulevard, Chatham, New Jersey 07928",40.406408,-74.225624,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,"401 Southern  Boulevard, Chatham, New Jersey 07928",40.406408,-74.225624,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,"401 Southern  Boulevard, Chatham, New Jersey 07928",40.406408,-74.225624,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,"401 Southern  Boulevard, Chatham, New Jersey 07928",40.406408,-74.225624,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,"820 Mercer St, Cherry Hill, NJ 08002",39.92785141,-75.03037408,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,"820 Mercer St, Cherry Hill, NJ 08002",39.92785141,-75.03037408,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,"820 Mercer St, Cherry Hill, NJ 08002",39.92785141,-75.03037408,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,"820 Mercer St, Cherry Hill, NJ 08002",39.92785141,-75.03037408,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,"820 Mercer St, Cherry Hill, NJ 08002",39.92785141,-75.03037408,CAMDEN,"TRUCK,LIFT,FORK",1,11/5/14,"$100,010.00 "
CHERRY HILL POLICE DEPT,"820 Mercer St, Cherry Hill, NJ 08002",39.92785141,-75.03037408,CAMDEN,"TRUCK,UTILITY",1,9/1/14,"$41,061.00 "
CHESILHURST POLICE DEPT,"201 Grant Ave Waterford Works, NJ 08089",40.406408,-74.225624,CAMDEN,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
CHESILHURST POLICE DEPT,"201 Grant Ave Waterford Works, NJ 08089",40.406408,-74.225624,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHESILHURST POLICE DEPT,"201 Grant Ave Waterford Works, NJ 08089",40.406408,-74.225624,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHESILHURST POLICE DEPT,"201 Grant Ave Waterford Works, NJ 08089",40.406408,-74.225624,CAMDEN,"TRUCK,UTILITY",1,8/27/14,"$47,023.00 "
CHESTER TOWNSHIP POLICE DEPT,"1 Parker Road, Chester NJ 07930",40.406408,-74.225624,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
CINNAMINSON TOWNSHIP POLICE DEPT,"900 Manor Rd Cinnaminson, NJ 08077",39.99648846,-74.99767741,BURLINGTON,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
CLAYTON POLICE DEPT,"125 N Delsea Dr, Clayton, NJ 08312",39.6564692,-75.09123735,GLOUCESTER,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLAYTON POLICE DEPT,"125 N Delsea Dr, Clayton, NJ 08312",39.6564692,-75.09123735,GLOUCESTER,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLAYTON POLICE DEPT,"125 N Delsea Dr, Clayton, NJ 08312",39.6564692,-75.09123735,GLOUCESTER,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLINTON POLICE DEPT,"43 Leigh St, Clinton, NJ 08809",40.636376,-74.90952,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,"43 Leigh St, Clinton, NJ 08809",40.636376,-74.90952,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,"43 Leigh St, Clinton, NJ 08809",40.636376,-74.90952,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,"43 Leigh St, Clinton, NJ 08809",40.636376,-74.90952,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,"735 Atlantic Ave Collingswood, NJ 08108",39.914894,-75.068808,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,TRUCK TRACTOR,2,8/29/14,"$141,664.00 "
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,"TRUCK,CARGO",2,8/29/14,"$144,080.00 "
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,"TRUCK,DUMP",1,9/30/14,"$72,425.00 "
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,"TRUCK,UTILITY",1,8/28/14,"$41,061.00 "
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,"TRUCK,UTILITY",1,8/28/14,"$41,061.00 "
CRANFORD POLICE DEPARTMENT,"8 Springfield Ave, Cranford, NJ 07016",40.657654,-74.302233,UNION,"TRUCK,VAN",1,8/20/14,"$135,122.00 "
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,BINOCULAR,10,10/22/14,"$68,592.00 "
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,"TRUCK,CARGO",1,8/29/14,"$67,139.00 "
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,"TRUCK,DUMP",1,10/29/14,"$72,425.00 "
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,"TRUCK,DUMP",1,11/3/14,"$72,425.00 "
DEAL POLICE DEPT,"190 Norwood Ave, Deal, NJ 07723",40.24707767,-74.00081033,MONMOUTH,"TRUCK,UTILITY",1,9/1/14,"$50,458.00 "
DELRAN TOWNSHIP POLICE DEPT,"900 Chester Ave, Delran, NJ 08075",40.406408,-74.225624,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,"900 Chester Ave, Delran, NJ 08075",40.406408,-74.225624,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,"900 Chester Ave, Delran, NJ 08075",40.406408,-74.225624,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,"900 Chester Ave, Delran, NJ 08075",40.406408,-74.225624,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DENVILLE POLICE DEPT,"1 St Marys Pl, Denville, NJ 07834",40.89558805,-74.48330543,MORRIS,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DENVILLE POLICE DEPT,"1 St Marys Pl, Denville, NJ 07834",40.89558805,-74.48330543,MORRIS,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DENVILLE POLICE DEPT,"1 St Marys Pl, Denville, NJ 07834",40.89558805,-74.48330543,MORRIS,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DENVILLE POLICE DEPT,"1 St Marys Pl, Denville, NJ 07834",40.89558805,-74.48330543,MORRIS,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DUNELLEN POLICE DEPT,"355 North Ave, Dunellen, NJ 08812",40.590926,-74.46431183,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
DUNELLEN POLICE DEPT,"355 North Ave, Dunellen, NJ 08812",40.590926,-74.46431183,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
DUNELLEN POLICE DEPT,"355 North Ave, Dunellen, NJ 08812",40.590926,-74.46431183,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
DUNELLEN POLICE DEPT,"355 North Ave, Dunellen, NJ 08812",40.590926,-74.46431183,MIDDLESEX,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
DUNELLEN POLICE DEPT,"355 North Ave, Dunellen, NJ 08812",40.590926,-74.46431183,MIDDLESEX,"TRUCK,UTILITY",1,4/18/14,"$41,061.00 "
EAST HANOVER POLICE DEPT,"2 Deforest Ave, East Hanover, NJ 07936",40.821033,-74.366475,MORRIS,BINOCULAR,8,10/1/14,"$1,535.76 "
EAST HANOVER POLICE DEPT,"2 Deforest Ave, East Hanover, NJ 07936",40.821033,-74.366475,MORRIS,BINOCULAR,2,10/1/14,$383.94 
EAST HANOVER POLICE DEPT,"2 Deforest Ave, East Hanover, NJ 07936",40.821033,-74.366475,MORRIS,"SIGHT,HOLOGRAPHIC",15,10/15/14,"$7,281.45 "
EAST HANOVER POLICE DEPT,"2 Deforest Ave, East Hanover, NJ 07936",40.821033,-74.366475,MORRIS,"SIGHT,REAR",9,9/22/14,$531.90 
EAST HANOVER POLICE DEPT,"2 Deforest Ave, East Hanover, NJ 07936",40.821033,-74.366475,MORRIS,"SIGHT,REFLEX",15,9/18/14,"$5,865.00 "
EAST HANOVER POLICE DEPT,"2 Deforest Ave, East Hanover, NJ 07936",40.821033,-74.366475,MORRIS,"SIGHT,TEPESCOPIC 10",2,10/20/14,"$3,338.34 "
EAST WINDSOR TOWNSHIP POLICE DEP,"80 1 Mile Rd, East Windsor, NJ 08520",40.406408,-74.225624,MERCER,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,"80 1 Mile Rd, East Windsor, NJ 08520",40.406408,-74.225624,MERCER,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,"80 1 Mile Rd, East Windsor, NJ 08520",40.406408,-74.225624,MERCER,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,"80 1 Mile Rd, East Windsor, NJ 08520",40.406408,-74.225624,MERCER,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,"80 1 Mile Rd, East Windsor, NJ 08520",40.406408,-74.225624,MERCER,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EATONTOWN POLICE DEPT,"47 Broad St, Eatontown, NJ 07724",40.306417,-74.0613349,MONMOUTH,"GOGGLES,BALLISTIC",50,2/15/14,"$2,193.00 "
EATONTOWN POLICE DEPT,"47 Broad St, Eatontown, NJ 07724",40.306417,-74.0613349,MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
EATONTOWN POLICE DEPT,"47 Broad St, Eatontown, NJ 07724",40.306417,-74.0613349,MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
EATONTOWN POLICE DEPT,"47 Broad St, Eatontown, NJ 07724",40.306417,-74.0613349,MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$41,061.00 "
EATONTOWN POLICE DEPT,"47 Broad St, Eatontown, NJ 07724",40.306417,-74.0613349,MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$41,061.00 "
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,"1 Police Plaza, Elizabeth, NJ 07201",40.406408,-74.225624,UNION,"TRUCK,ARMORED",1,1/29/14,"$65,070.00 "
ENGLEWOOD CLIFFS POLICE DEPARTM,"10 Stephens Terrace, Englewood Cliffs, NJ 07632",40.87882708,-73.95028258,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
ENGLEWOOD CLIFFS POLICE DEPARTM,"10 Stephens Terrace, Englewood Cliffs, NJ 07632",40.87882708,-73.95028258,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
ENGLEWOOD CLIFFS POLICE DEPARTM,"10 Stephens Terrace, Englewood Cliffs, NJ 07632",40.87882708,-73.95028258,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
ENGLEWOOD CLIFFS POLICE DEPARTM,"10 Stephens Terrace, Englewood Cliffs, NJ 07632",40.87882708,-73.95028258,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
ENGLEWOOD CLIFFS POLICE DEPARTM,"10 Stephens Terrace, Englewood Cliffs, NJ 07632",40.87882708,-73.95028258,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
ESSEX COUNTY SHERIFF DEPT,"115 Clifton Ave, Newark, NJ 07104",40.75348122,-74.17848344,ESSEX,"TRUCK,UTILITY",1,4/7/14,"$41,061.00 "
ESSEX COUNTY SHERIFF DEPT,"115 Clifton Ave, Newark, NJ 07104",40.75348122,-74.17848344,ESSEX,"TRUCK,UTILITY",1,4/7/14,"$41,061.00 "
ESSEX COUNTY SHERIFF DEPT,"115 Clifton Ave, Newark, NJ 07104",40.75348122,-74.17848344,ESSEX,"TRUCK,UTILITY",1,4/7/14,"$41,061.00 "
ESSEX COUNTY SHERIFF DEPT,"115 Clifton Ave, Newark, NJ 07104",40.75348122,-74.17848344,ESSEX,"TRUCK,UTILITY",1,4/11/14,"$49,897.00 "
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/23/14,$108.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/23/14,$108.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/23/14,$108.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/23/14,$108.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/23/14,$108.00 
EVESHAM POLICE DEPT,"984 Tuckerton Road, Marlton, NJ 08053",40.406408,-74.225624,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/23/14,$108.00 
